date,rented bike count,hour,temperature(°c),humidity(%),wind speed (m/s),visibility (10m),dew point temperature(°c),solar radiation (mj/m2),rainfall(mm),snowfall (cm),seasons,holiday,functioning day
2018-04-18,1738,5PM,17.8,26,3.3,1439,-1.9,1.63,0.0,0.0,Spring,No Holiday,Yes
2018-04-18,1918,6PM,16.6,33,3.4,1182,0.2,0.86,0.0,0.0,Spring,No Holiday,Yes
2018-04-18,842,7PM,14.7,40,2.4,1207,1.2,0.21,0.0,0.0,Spring,No Holiday,Yes
2018-04-18,1346,8PM,13.0,41,2.3,1164,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-18,1209,9PM,12.1,40,2.0,1308,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-18,1003,10PM,11.3,42,1.6,1189,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-18,671,11PM,10.7,42,0.9,1236,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,520,12AM,9.8,44,1.4,1268,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,42,1AM,9.3,45,0.8,1263,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,281,2AM,8.8,49,0.7,1272,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,206,3AM,8.6,53,1.5,1185,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,125,4AM,8.3,53,1.1,1007,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,153,5AM,7.9,59,1.4,1005,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,367,6AM,7.6,55,1.2,1021,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,254,7AM,7.7,48,0.4,1110,-2.6,0.19,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,20,8AM,9.6,39,0.8,1003,-3.7,0.79,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,316,9AM,12.4,29,1.5,1380,-5.1,1.49,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,139,10AM,14.7,29,1.7,1070,-3.1,2.07,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,795,11AM,16.1,23,2.5,1361,-5.0,2.52,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,919,12PM,17.8,21,2.7,1335,-4.8,2.79,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,930,1PM,19.2,17,2.2,1448,-6.4,2.89,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,996,2PM,20.5,17,3.1,1512,-5.4,2.83,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1039,3PM,20.2,21,4.8,1161,-2.8,2.53,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1198,4PM,19.8,25,4.4,1132,-0.8,2.02,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1534,5PM,20.1,27,1.9,1088,0.4,1.38,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,2198,6PM,19.1,31,3.0,958,1.5,0.7,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1489,7PM,17.4,34,2.2,779,1.3,0.16,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1313,8PM,15.5,38,1.7,745,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1165,9PM,14.2,44,2.4,1290,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,1054,10PM,13.4,49,1.1,1326,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-19,677,11PM,12.9,51,1.7,1200,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,553,12AM,12.4,56,0.5,1028,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,436,1AM,11.8,60,0.2,918,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,305,2AM,11.7,63,0.5,904,4.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,188,3AM,11.3,61,0.3,934,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,134,4AM,11.4,60,0.8,932,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,168,5AM,11.4,60,0.4,851,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,414,6AM,11.2,63,0.7,821,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,979,7AM,11.3,62,0.7,774,4.2,0.17,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1659,8AM,13.0,54,1.2,738,3.8,0.68,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,962,9AM,15.8,42,0.9,683,2.8,1.37,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,708,10AM,18.2,36,1.0,620,2.8,1.99,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,805,11AM,20.6,34,2.2,705,4.1,2.51,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1019,12PM,22.5,33,1.8,894,5.4,2.88,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,973,1PM,24.2,30,1.5,835,5.5,3.03,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,970,2PM,25.9,28,2.2,808,5.9,2.92,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1080,3PM,26.1,27,1.8,581,5.6,2.59,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1206,4PM,25.7,30,3.4,600,6.8,2.07,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1543,5PM,25.6,30,2.3,671,6.7,1.47,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,2268,6PM,24.7,33,2.3,687,7.3,0.78,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1578,7PM,22.9,35,1.8,714,6.6,0.22,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1358,8PM,21.1,43,1.8,788,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1213,9PM,19.2,50,1.5,842,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,1183,10PM,18.2,52,1.3,818,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-20,891,11PM,17.3,57,0.6,807,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,707,12AM,16.3,59,0.2,756,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,628,1AM,15.5,60,1.1,658,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,436,2AM,14.7,63,1.8,611,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,307,3AM,14.2,62,1.4,583,7.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,166,4AM,13.6,67,1.6,521,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,122,5AM,13.0,70,0.5,385,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,184,6AM,12.3,67,0.5,483,6.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,324,7AM,12.5,68,1.1,457,6.7,0.22,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,600,8AM,14.6,54,0.9,431,5.3,0.89,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,647,9AM,18.1,33,1.1,512,1.5,1.61,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,702,10AM,20.6,24,2.0,950,-0.7,2.29,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,872,11AM,23.1,19,2.0,1172,-1.8,2.85,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1130,12PM,24.3,14,3.3,1701,-4.9,3.19,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1315,1PM,24.6,10,2.7,2000,-9.0,3.31,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1511,2PM,25.0,14,3.8,1858,-4.3,3.29,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1730,3PM,25.0,13,4.1,2000,-5.3,2.98,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1942,4PM,24.8,13,3.3,1955,-5.5,2.5,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,2032,5PM,23.2,12,3.6,2000,-7.8,1.69,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1986,6PM,22.2,11,3.0,2000,-9.7,0.98,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1711,7PM,20.7,15,2.0,2000,-6.9,0.34,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1581,8PM,19.1,18,1.2,2000,-5.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1491,9PM,17.8,21,1.2,2000,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,1292,10PM,16.7,28,1.0,1996,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-21,988,11PM,16.0,33,0.5,1996,-0.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,826,12AM,15.9,35,0.3,1995,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,578,1AM,15.9,39,0.2,2000,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,410,2AM,15.4,41,0.5,1319,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,289,3AM,15.2,31,0.3,2000,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,192,4AM,14.9,35,0.8,2000,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,136,5AM,14.8,38,0.6,2000,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,155,6AM,14.6,42,0.5,2000,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,278,7AM,15.0,41,0.3,2000,1.8,0.12,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,429,8AM,16.3,40,0.8,1982,2.6,0.25,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,247,9AM,16.9,45,0.9,1958,4.8,0.27,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,486,10AM,16.3,62,0.8,1639,8.9,0.27,0.3,0.0,Spring,No Holiday,Yes
2018-04-22,424,11AM,17.4,54,0.9,1840,7.9,0.51,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,631,12PM,18.9,44,0.9,1910,6.3,0.75,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,842,1PM,20.5,35,1.1,2000,4.4,1.13,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,384,2PM,20.7,32,1.5,1996,3.3,0.69,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,234,3PM,19.6,44,2.4,1885,7.0,0.47,0.2,0.0,Spring,No Holiday,Yes
2018-04-22,103,4PM,19.1,52,0.9,1583,9.0,0.37,0.0,0.0,Spring,No Holiday,Yes
2018-04-22,46,5PM,17.9,65,1.2,965,11.2,0.13,1.0,0.0,Spring,No Holiday,Yes
2018-04-22,63,6PM,16.1,73,1.3,1298,11.2,0.11,0.5,0.0,Spring,No Holiday,Yes
2018-04-22,32,7PM,15.2,64,1.7,1185,8.4,0.02,0.5,0.0,Spring,No Holiday,Yes
2018-04-22,12,8PM,13.3,80,1.8,821,9.9,0.0,1.5,0.0,Spring,No Holiday,Yes
2018-04-22,24,9PM,12.0,86,2.3,681,9.7,0.0,2.5,0.0,Spring,No Holiday,Yes
2018-04-22,13,10PM,11.6,89,2.0,469,9.8,0.0,4.0,0.0,Spring,No Holiday,Yes
2018-04-22,18,11PM,11.3,94,1.6,368,10.3,0.0,3.0,0.0,Spring,No Holiday,Yes
2018-04-23,81,12AM,10.7,94,2.6,477,9.7,0.0,2.0,0.0,Spring,No Holiday,Yes
2018-04-23,41,1AM,10.6,87,2.3,1523,8.5,0.0,0.1,0.0,Spring,No Holiday,Yes
2018-04-23,21,2AM,10.2,90,2.2,490,8.6,0.0,0.9,0.0,Spring,No Holiday,Yes
2018-04-23,8,3AM,9.9,93,2.3,990,8.8,0.0,0.5,0.0,Spring,No Holiday,Yes
2018-04-23,2,4AM,9.5,95,2.4,410,8.7,0.0,3.5,0.0,Spring,No Holiday,Yes
2018-04-23,6,5AM,9.2,95,2.3,404,8.4,0.0,2.5,0.0,Spring,No Holiday,Yes
2018-04-23,5,6AM,9.1,95,2.7,373,8.3,0.0,7.0,0.0,Spring,No Holiday,Yes
2018-04-23,17,7AM,9.0,95,2.3,294,8.2,0.0,6.0,0.0,Spring,No Holiday,Yes
2018-04-23,25,8AM,8.8,95,2.8,519,8.0,0.03,5.0,0.0,Spring,No Holiday,Yes
2018-04-23,9,9AM,8.5,95,2.6,447,7.7,0.1,8.0,0.0,Spring,No Holiday,Yes
2018-04-23,12,10AM,8.6,95,2.5,578,7.8,0.2,4.0,0.0,Spring,No Holiday,Yes
2018-04-23,10,11AM,8.9,91,2.2,437,7.5,0.29,1.5,0.0,Spring,No Holiday,Yes
2018-04-23,10,12PM,9.0,96,1.9,481,8.3,0.43,5.5,0.0,Spring,No Holiday,Yes
2018-04-23,11,1PM,9.3,95,2.3,419,8.5,0.4,2.5,0.0,Spring,No Holiday,Yes
2018-04-23,17,2PM,9.4,96,2.6,304,8.7,0.39,4.0,0.0,Spring,No Holiday,Yes
2018-04-23,14,3PM,9.5,96,2.2,350,8.8,0.31,1.5,0.0,Spring,No Holiday,Yes
2018-04-23,41,4PM,9.6,96,1.7,1409,8.9,0.23,1.0,0.0,Spring,No Holiday,Yes
2018-04-23,42,5PM,9.4,95,1.9,660,8.6,0.11,0.5,0.0,Spring,No Holiday,Yes
2018-04-23,39,6PM,9.4,96,1.9,600,8.7,0.07,1.0,0.0,Spring,No Holiday,Yes
2018-04-23,50,7PM,9.4,95,1.8,531,8.6,0.03,1.5,0.0,Spring,No Holiday,Yes
2018-04-23,37,8PM,9.4,95,1.6,740,8.6,0.0,1.0,0.0,Spring,No Holiday,Yes
2018-04-23,82,9PM,9.4,94,2.1,869,8.4,0.0,1.5,0.0,Spring,No Holiday,Yes
2018-04-23,164,10PM,9.6,90,1.9,2000,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-23,233,11PM,9.8,87,1.9,2000,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,213,12AM,9.8,86,1.3,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,157,1AM,10.1,83,1.6,2000,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,68,2AM,10.1,83,1.4,2000,7.3,0.0,0.1,0.0,Spring,No Holiday,Yes
2018-04-24,35,3AM,9.6,94,1.3,523,8.6,0.0,2.4,0.0,Spring,No Holiday,Yes
2018-04-24,34,4AM,9.5,94,1.2,2000,8.5,0.0,0.5,0.0,Spring,No Holiday,Yes
2018-04-24,77,5AM,9.4,93,1.3,2000,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,262,6AM,9.6,87,2.0,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,751,7AM,9.8,84,1.3,2000,7.2,0.04,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1502,8AM,10.5,79,1.3,2000,7.0,0.29,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,814,9AM,12.0,71,1.4,2000,6.8,0.92,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,638,10AM,12.9,68,1.3,2000,7.1,0.97,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,710,11AM,14.1,62,1.6,2000,6.9,1.08,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,925,12PM,15.2,57,1.9,2000,6.7,1.33,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,923,1PM,15.9,53,2.1,2000,6.3,1.54,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,942,2PM,16.0,52,1.7,2000,6.1,1.22,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,971,3PM,16.1,52,1.5,2000,6.2,0.93,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1118,4PM,15.5,52,1.7,2000,5.6,0.7,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1462,5PM,15.1,52,1.9,2000,5.3,0.64,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,2318,6PM,14.1,43,1.6,2000,1.6,0.36,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1580,7PM,13.3,37,1.2,2000,-1.1,0.12,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1332,8PM,12.6,49,0.8,2000,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1372,9PM,11.5,47,1.1,2000,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,1215,10PM,10.4,43,0.7,2000,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-24,725,11PM,9.6,44,0.7,2000,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,536,12AM,8.9,55,0.7,2000,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,444,1AM,8.4,58,1.1,2000,0.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,306,2AM,7.7,60,0.3,1993,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,206,3AM,7.1,60,0.3,2000,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,117,4AM,6.4,66,0.5,2000,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,148,5AM,6.0,63,0.5,1984,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,449,6AM,5.8,55,0.3,2000,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1123,7AM,6.4,51,0.3,1963,-3.0,0.27,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1900,8AM,8.8,37,0.9,1939,-5.1,0.89,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1066,9AM,11.7,32,0.8,1862,-4.4,1.6,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,756,10AM,14.8,29,0.6,1749,-3.0,2.2,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,938,11AM,17.5,25,1.3,1843,-2.7,2.74,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1192,12PM,19.4,20,1.1,1663,-4.1,3.08,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1141,1PM,20.8,23,1.7,1467,-1.1,3.18,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1161,2PM,22.1,22,2.1,1470,-0.6,3.12,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1180,3PM,22.8,21,2.1,1542,-0.6,2.75,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1447,4PM,23.1,19,3.1,1871,-1.8,2.26,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1878,5PM,22.9,23,2.8,1985,0.6,1.64,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,2807,6PM,21.2,32,3.8,1927,3.8,0.94,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1958,7PM,18.2,36,3.5,2000,2.8,0.29,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1651,8PM,16.8,29,4.3,1971,-1.3,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1593,9PM,15.9,35,1.4,1999,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,1382,10PM,15.2,35,1.2,1999,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-25,906,11PM,14.0,45,0.6,1901,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,692,12AM,13.1,47,0.3,1877,2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,546,1AM,12.4,55,1.0,1836,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,409,2AM,11.9,57,1.0,1793,3.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,239,3AM,11.3,66,1.0,1506,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,140,4AM,10.7,70,0.7,1404,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,180,5AM,10.2,73,0.8,1137,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,452,6AM,10.0,72,0.8,1217,5.1,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1124,7AM,10.7,68,0.8,1093,5.0,0.27,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1933,8AM,11.7,62,0.6,956,4.6,0.62,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1027,9AM,14.0,54,1.5,1054,4.8,1.37,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,745,10AM,16.7,47,2.2,1147,5.3,2.26,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,930,11AM,18.1,42,2.7,1112,4.9,2.17,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1197,12PM,19.6,36,2.2,962,4.1,2.55,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1084,1PM,20.6,30,2.4,1048,2.3,2.67,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1123,2PM,21.6,28,3.1,1414,2.2,2.84,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1227,3PM,21.9,23,2.6,1463,-0.1,2.66,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1386,4PM,21.7,23,2.5,1404,-0.3,1.97,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1796,5PM,20.7,30,3.3,1482,2.4,1.48,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,2574,6PM,17.4,45,3.1,1092,5.3,0.75,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1891,7PM,15.2,45,3.3,1138,3.3,0.24,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1531,8PM,14.4,50,2.7,1216,4.0,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1447,9PM,13.4,60,2.2,1517,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,1146,10PM,12.7,61,2.2,1949,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-26,851,11PM,12.1,58,1.9,1719,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,663,12AM,11.8,59,2.4,1535,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,562,1AM,11.5,57,1.8,1471,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,361,2AM,11.2,58,1.4,1255,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,258,3AM,10.7,63,1.1,989,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,140,4AM,10.2,65,1.5,970,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,170,5AM,9.9,69,1.1,808,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,427,6AM,9.9,66,1.5,931,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1129,7AM,10.1,63,0.7,1163,3.3,0.22,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1922,8AM,11.6,58,1.4,1150,3.6,0.79,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,985,9AM,13.2,57,0.8,1003,4.8,1.39,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,789,10AM,15.3,50,1.0,944,4.9,1.97,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,986,11AM,17.7,44,1.5,945,5.2,2.51,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1142,12PM,19.5,40,1.1,1055,5.5,2.89,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1133,1PM,21.0,36,1.0,1164,5.3,2.99,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1115,2PM,22.2,32,2.8,1124,4.7,2.91,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1253,3PM,22.7,29,1.6,1223,3.7,2.66,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1446,4PM,23.2,33,2.4,869,6.0,2.12,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1877,5PM,21.8,41,3.0,662,7.9,1.44,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,2577,6PM,20.3,47,2.5,705,8.6,0.77,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1812,7PM,18.7,53,2.7,753,8.9,0.24,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1499,8PM,16.9,41,3.1,1060,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1362,9PM,15.7,51,1.9,806,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,1278,10PM,14.7,63,1.4,554,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-27,975,11PM,14.0,66,1.2,519,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,777,12AM,13.3,70,1.6,473,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,672,1AM,12.7,74,1.8,392,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,522,2AM,12.0,76,1.0,363,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,325,3AM,11.6,76,1.0,364,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,166,4AM,11.4,78,1.8,362,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,152,5AM,10.9,81,1.7,348,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,230,6AM,10.6,84,1.1,284,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,376,7AM,10.8,78,0.5,335,7.1,0.26,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,647,8AM,12.7,67,0.6,378,6.7,0.86,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,795,9AM,15.1,56,1.7,493,6.3,1.57,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,808,10AM,17.4,46,1.8,734,5.6,2.27,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1000,11AM,19.0,30,3.0,1719,1.0,2.84,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1278,12PM,20.5,31,2.5,1485,2.7,3.18,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1404,1PM,21.2,31,2.8,1295,3.3,3.25,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1597,2PM,21.3,25,3.8,1884,0.4,3.22,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1875,3PM,21.1,25,4.1,1885,0.2,2.96,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1945,4PM,20.4,25,4.7,1990,-0.3,2.45,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,2043,5PM,20.1,29,3.3,1840,1.4,1.78,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1882,6PM,18.9,30,2.6,1995,0.9,1.05,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1590,7PM,16.9,33,1.3,1965,0.5,0.34,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1435,8PM,15.1,34,2.2,1981,-0.6,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1351,9PM,13.9,37,1.1,1751,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,1165,10PM,13.0,45,1.6,1713,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-04-28,905,11PM,12.3,51,1.0,1648,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
